URL,GPE,LOC,NORP,ORG,PERSON,PRODUCT,WORK_OF_ART,url
917,5.0,,,28.0,3.0,1.0,,www.harrisburgmc.com
918,12.0,2.0,54.0,60.0,15.0,2.0,8.0,www.iowaspecialtyhospital.com
919,1.0,,1.0,23.0,1.0,,,www.bhset.net
920,17.0,1.0,,52.0,4.0,,2.0,www.weatherfordregional.com
921,1.0,,,12.0,1.0,,,www.samc.org
922,18.0,1.0,54.0,86.0,19.0,,2.0,www.rancho.org
923,4.0,,,12.0,11.0,,1.0,wamegohealthcenter.org
924,37.0,1.0,,66.0,15.0,1.0,4.0,www.childrenshospital.org
925,18.0,1.0,1.0,77.0,6.0,2.0,3.0,www.alh.org
926,,,,1.0,1.0,,,www.graftonhospital.com
927,6.0,1.0,,28.0,7.0,,1.0,www.frioregionalhospital.com
928,7.0,1.0,2.0,67.0,6.0,,2.0,www.goodshepherdrehab.org
929,8.0,1.0,,40.0,7.0,,2.0,www.cmhos.org
930,25.0,4.0,,78.0,7.0,,3.0,www.saintpatrick.org
931,4.0,1.0,1.0,42.0,4.0,2.0,7.0,www.osshospital.com
932,23.0,1.0,3.0,151.0,7.0,1.0,7.0,www.kentri.org
933,,,,9.0,,,,www.westholtmed.org
934,23.0,8.0,2.0,179.0,31.0,2.0,10.0,www.surgicalhospital.com
935,13.0,,1.0,93.0,15.0,,6.0,womens-childrens.com
936,5.0,,,26.0,9.0,2.0,4.0,www.hamiltonhospital.com
937,18.0,2.0,1.0,48.0,19.0,1.0,3.0,www.alicehyde.com
938,3.0,1.0,,26.0,4.0,1.0,4.0,www.jennersville.com
939,10.0,,1.0,78.0,4.0,2.0,3.0,www.osfstjoseph.org
940,5.0,9.0,3.0,83.0,11.0,1.0,3.0,www.southshorehospital.org
941,12.0,,,38.0,14.0,,5.0,www.mysrhs.com
942,7.0,,3.0,53.0,20.0,4.0,4.0,www.oasishospital.com
943,1.0,,,21.0,5.0,,3.0,www.vvrmc.org
944,11.0,1.0,,54.0,6.0,1.0,1.0,www.mvmedicalcenter.com
945,11.0,4.0,,133.0,22.0,1.0,1.0,www.dmc-modesto.com
946,25.0,4.0,2.0,116.0,11.0,4.0,5.0,www.averamckennan.org
947,5.0,1.0,1.0,27.0,4.0,,2.0,www.mercyregionalmedicalcenter.com
948,5.0,6.0,,15.0,3.0,,,www.redriverhospital.com
949,12.0,1.0,2.0,78.0,8.0,,4.0,www.dosher.org
950,2.0,,1.0,26.0,4.0,,3.0,www.healthsouthtexarkana.com
951,6.0,2.0,3.0,18.0,2.0,2.0,6.0,www.shenandoahmedcenter.com
952,3.0,,,33.0,2.0,,,www.sierratucson.com
953,16.0,2.0,,67.0,6.0,1.0,3.0,www.gshleb.org
954,4.0,1.0,1.0,38.0,4.0,,4.0,www.muhealth.org
955,24.0,4.0,1.0,50.0,5.0,1.0,2.0,www.schwabrehab.org
956,6.0,,,49.0,9.0,1.0,2.0,www.oswegohealth.org
957,17.0,3.0,1.0,54.0,9.0,,4.0,www.knappmed.org
958,1.0,,1.0,26.0,4.0,,3.0,www.healthsouthmemphis.com
959,5.0,,,25.0,4.0,1.0,3.0,www.sabethahospital.com
960,38.0,,,26.0,8.0,,,www.landmarkhospitals.com
961,29.0,2.0,1.0,187.0,126.0,,22.0,www.wesleymc.com
962,18.0,6.0,1.0,109.0,13.0,2.0,6.0,tampacommunityhospital.com
963,10.0,5.0,4.0,347.0,34.0,3.0,4.0,orlandohealth.com
964,29.0,,1.0,80.0,20.0,,5.0,www.beebemed.org
965,2.0,1.0,1.0,7.0,2.0,,,www.culpepersurgerycenter.com
966,4.0,,,11.0,1.0,,1.0,www.laureloaksbhc.com
967,11.0,2.0,3.0,73.0,12.0,,6.0,www.cwhs.com
968,13.0,,,78.0,5.0,,2.0,www.crispregional.org
969,3.0,,1.0,21.0,7.0,1.0,1.0,www.midjeffextendedcare.com
970,8.0,,1.0,69.0,3.0,,2.0,www.capitalmedical.com
971,4.0,2.0,1.0,47.0,3.0,1.0,5.0,www.chicotmemorial.com
972,1.0,,,4.0,1.0,,,www.hma.com
973,13.0,1.0,,46.0,4.0,1.0,8.0,parkridgeeasthospital.com
974,14.0,,1.0,43.0,11.0,5.0,3.0,www.ssmstjoseph.com
975,24.0,,3.0,97.0,29.0,3.0,3.0,www.menorahmedicalcenter.com
976,22.0,13.0,47.0,306.0,94.0,15.0,20.0,www.advocatehealth.com
977,3.0,,,26.0,5.0,,3.0,www.websterhospital.org
978,21.0,2.0,,106.0,9.0,,,www.unityhealth.org
979,9.0,,,13.0,2.0,,,www.schealth.org
980,14.0,1.0,,44.0,8.0,,2.0,www.tuality.com
981,7.0,,2.0,23.0,2.0,,1.0,www.stanthonyshawnee.com
982,,,,29.0,10.0,1.0,2.0,www.crhealthcare.org
983,9.0,,,47.0,4.0,4.0,2.0,www.crittenden-health.org
984,2.0,,,2.0,4.0,1.0,,www.dahlmemorial.com
985,7.0,2.0,1.0,55.0,9.0,,3.0,www.apprhs.org
986,53.0,,,12.0,,,,lhcgroup.com
987,3.0,1.0,,30.0,1.0,,,www.austinlakeshospital.com
988,1.0,,,15.0,11.0,,,www.bowencenter.org
989,1.0,,,17.0,3.0,2.0,2.0,nemontanahealthservices.homestead.com
990,44.0,1.0,6.0,127.0,27.0,1.0,9.0,www.sistersofcharityhealth.org
991,24.0,2.0,1.0,61.0,26.0,,1.0,mayoclinichealthsystem.org
992,23.0,,1.0,39.0,12.0,3.0,3.0,www.ssmdepaul.com
993,,,1.0,21.0,5.0,1.0,3.0,www.scottmemorial.com
994,6.0,,1.0,28.0,3.0,,1.0,www.jeffersonhosp.com
995,6.0,1.0,1.0,34.0,4.0,,1.0,www.saintsok.com
996,7.0,1.0,,40.0,,3.0,,www.luhcares.org
997,5.0,,1.0,28.0,2.0,1.0,,www.baileymedicalcenter.com
998,28.0,2.0,,53.0,12.0,1.0,1.0,www.jonesregional.org
999,11.0,3.0,2.0,65.0,24.0,1.0,1.0,www.stvincentmedicalcenter.com
1000,2.0,,1.0,29.0,4.0,,2.0,www.tustinrehab.com
1001,16.0,1.0,,75.0,5.0,,2.0,www.oakwood.org
1002,11.0,,,15.0,3.0,1.0,,www.willsmemorialhospital.com
1003,3.0,,,13.0,2.0,,,mmoinc.com
1004,18.0,4.0,1.0,61.0,11.0,,3.0,www.wakemed.org
1005,13.0,3.0,1.0,158.0,28.0,,9.0,www.saintfrancishosp.com
1006,4.0,,,11.0,2.0,,2.0,www.parkviewmc.org
1007,7.0,2.0,1.0,26.0,7.0,3.0,5.0,www.crozer.org
1008,,,,39.0,2.0,,,www.clarionhospital.org
1009,,,,2.0,2.0,,,www.normanspecialtyhospital.com
1010,24.0,3.0,,76.0,7.0,1.0,1.0,www.sjbhealth.org
1011,7.0,,,57.0,4.0,2.0,3.0,www.suttermedicalcenter.org
1012,14.0,,,27.0,1.0,2.0,1.0,www.hillcrestcushing.com
1013,9.0,,1.0,21.0,3.0,,,www.tulsaspinehospital.com
1014,14.0,,,48.0,11.0,1.0,4.0,www.dimensionshealth.org
1015,15.0,,,70.0,8.0,6.0,6.0,www.stlouischildrens.org
1016,16.0,2.0,,75.0,9.0,4.0,3.0,www.upmcbedfordmemorial.com
1017,6.0,1.0,,30.0,2.0,1.0,,www.larkinhospital.com
1018,17.0,2.0,,44.0,4.0,1.0,1.0,www.marymount.org
1019,29.0,10.0,5.0,120.0,10.0,2.0,2.0,www.skagitvalleyhospital.org
1020,31.0,8.0,5.0,175.0,33.0,2.0,5.0,www.newporthospital.org
1021,,,,1.0,,,,www.redwoodareahospital.org
1022,12.0,7.0,,33.0,2.0,,2.0,www.promise-villages.com
1023,16.0,5.0,1.0,49.0,10.0,1.0,2.0,www.irmc.cc
1024,11.0,1.0,3.0,39.0,5.0,,2.0,www.permianregional.com
1025,15.0,,,70.0,13.0,3.0,3.0,www.masonicare.org
1026,2.0,,1.0,26.0,5.0,,2.0,www.healthsouthcharleston.com
1027,13.0,,,17.0,3.0,,1.0,www.doverbehavioral.com
1028,2.0,,,29.0,2.0,1.0,,www.parmermedicalcenter.com
1029,13.0,1.0,1.0,72.0,15.0,1.0,4.0,www.upmc.com
1030,10.0,,1.0,68.0,6.0,,6.0,www.forthealthcare.com
1031,183.0,3.0,1.0,110.0,73.0,4.0,2.0,www.sanfordluverne.org
1032,17.0,,9.0,254.0,4.0,,7.0,northamericanspine.com
1033,4.0,,,19.0,1.0,,,www.anaheimregionalmc.com
1034,4.0,,2.0,33.0,4.0,,2.0,www.medicalcenter.osu.edu
1035,21.0,,,34.0,2.0,,2.0,www.texasregionalmedicalcenter.com
1036,4.0,,,7.0,1.0,,1.0,www.keokukhealthsystems.org
1037,10.0,,1.0,4.0,1.0,,1.0,www.health-partners.org
1038,,,,,,,,www.pottstownmemorial.com
1039,4.0,1.0,1.0,27.0,2.0,,3.0,www.mizellmh.com
1040,5.0,1.0,6.0,50.0,11.0,5.0,6.0,www.emoryjohnscreek.com
1041,18.0,2.0,,107.0,9.0,,,www.rochestergeneral.org
1042,5.0,2.0,3.0,27.0,15.0,1.0,1.0,www.floyd.org
1043,6.0,,1.0,30.0,10.0,1.0,1.0,www.paloverdehospital.org
1044,16.0,1.0,,43.0,14.0,,4.0,www.saint-lukes.org
1045,5.0,3.0,7.0,44.0,7.0,1.0,,www.bhmh.org
1046,8.0,1.0,,43.0,4.0,1.0,5.0,www.gardengrovehospital.com
1047,4.0,7.0,9.0,218.0,33.0,2.0,13.0,www.desertmedctr.com
1048,14.0,4.0,,35.0,7.0,,2.0,www.kh-havertown.com
1049,12.0,2.0,,46.0,8.0,,,www.medinahospital.net
1050,13.0,3.0,,13.0,9.0,,,www.obhb.info
1051,3.0,,,65.0,7.0,1.0,4.0,www.pekinhospital.org
1052,11.0,6.0,1.0,65.0,53.0,4.0,1.0,www.girardmedicalcenter.com
1053,4.0,,1.0,21.0,4.0,,,www.lrgh.org
1054,2.0,,1.0,15.0,2.0,,1.0,www.eomchospital.com
1055,28.0,10.0,8.0,247.0,26.0,2.0,8.0,www.eskenazihealth.edu
1056,3.0,,,6.0,1.0,1.0,,www.aslh.org
1057,6.0,5.0,1.0,47.0,2.0,,1.0,www.westanaheimmedctr.com
1058,21.0,5.0,1.0,55.0,7.0,,3.0,stjosephsnorth.com
1059,8.0,1.0,2.0,50.0,14.0,1.0,1.0,www.cghmc.com
1060,5.0,,3.0,34.0,3.0,,4.0,www.svch.net
1061,2.0,3.0,,22.0,3.0,,2.0,www.newlondonhospital.org
1062,8.0,2.0,,19.0,2.0,1.0,2.0,www.medicalartshospital.org
1063,83.0,2.0,1.0,88.0,21.0,1.0,7.0,www.philhaven.org
1064,2.0,1.0,1.0,4.0,2.0,,,www.franklinregional.org
1065,4.0,2.0,,7.0,1.0,,,texasrehabhospital.com
1066,19.0,,2.0,46.0,7.0,,7.0,www.gshs.org
1067,31.0,6.0,6.0,106.0,44.0,1.0,1.0,www.florencehospital.org
1068,9.0,,1.0,83.0,33.0,1.0,9.0,www.freemanhealth.com
1069,1.0,,1.0,29.0,4.0,,3.0,www.healthsouthtallahassee.com
1070,31.0,7.0,3.0,85.0,11.0,2.0,5.0,www.portsmouthhospital.com
1071,13.0,11.0,,41.0,14.0,1.0,5.0,www.peninsula.org
1072,2.0,4.0,,16.0,2.0,,,www.canyonridgehospital.com
1073,15.0,,2.0,91.0,23.0,,5.0,www.myvgh.org
1074,14.0,1.0,,55.0,11.0,,3.0,www.coxhealth.com
1075,8.0,,,13.0,11.0,,,www.botsford.org
1076,4.0,,,11.0,,,,www.nfch.org
1077,48.0,4.0,4.0,86.0,21.0,1.0,4.0,www.wheatoniowa.org
1078,41.0,2.0,3.0,116.0,30.0,1.0,4.0,www.rushcopley.com
1079,6.0,1.0,1.0,48.0,5.0,,5.0,www.nanticoke.org
1080,15.0,4.0,1.0,82.0,10.0,1.0,3.0,www.crh.org
1081,56.0,5.0,62.0,288.0,61.0,1.0,37.0,www.centrastate.com
1082,10.0,2.0,2.0,22.0,3.0,,3.0,www.desertviewhospital.com
1083,10.0,3.0,2.0,61.0,5.0,1.0,,www.emeraldcoastbehavioral.com
1084,4.0,1.0,1.0,49.0,4.0,,,umm.edu
1085,20.0,,62.0,44.0,27.0,2.0,,www.smmh.hhsc.org
1086,12.0,2.0,1.0,79.0,41.0,1.0,2.0,www.mvhpayson.com
1087,12.0,4.0,2.0,107.0,19.0,2.0,2.0,www.lourdes.com
1088,15.0,5.0,3.0,148.0,9.0,1.0,9.0,www.citadel.edu
1089,12.0,1.0,2.0,68.0,26.0,,3.0,www.longviewregional.com
1090,10.0,2.0,1.0,95.0,28.0,,7.0,www.pmchealthsystem.org
1091,2.0,,,22.0,8.0,,,www.smcok.com
1092,9.0,2.0,1.0,54.0,3.0,,1.0,www.euclidhospital.org
1093,11.0,1.0,,97.0,14.0,2.0,3.0,www.colletonmedical.com
1094,3.0,1.0,3.0,100.0,7.0,1.0,3.0,www.mclarenregional.org
1095,2.0,1.0,1.0,28.0,14.0,,3.0,www.haciendahealthcare.org
1096,4.0,,,35.0,1.0,1.0,6.0,www.willingway.com
1097,5.0,3.0,,26.0,8.0,,5.0,www.ballardrehab.com
1098,30.0,,,42.0,5.0,,1.0,www.marcumandwallace.org
1099,5.0,,,18.0,14.0,4.0,2.0,www.kirbyhealth.org
1100,19.0,2.0,1.0,53.0,9.0,,,baycare.org
1101,8.0,,,26.0,3.0,1.0,2.0,www.memorialmedicalcenter.org
1102,7.0,3.0,1.0,33.0,27.0,2.0,1.0,www.willowspringscenter.com
1103,63.0,1.0,,82.0,9.0,2.0,5.0,www.ivch.org
1104,7.0,3.0,2.0,49.0,23.0,1.0,2.0,www.jcmh.com
1105,7.0,1.0,,65.0,14.0,2.0,4.0,www.martinhealth.org
1106,10.0,1.0,,162.0,25.0,2.0,7.0,www.sierravistaregional.com
1107,6.0,2.0,1.0,11.0,1.0,,1.0,www.rehabhospitalwi.com
1108,16.0,3.0,,74.0,21.0,2.0,2.0,www.suttertracy.org
1109,18.0,3.0,,30.0,7.0,2.0,1.0,www.columbia-stmarys.org
1110,2.0,,,13.0,,,,www.cayugamed.org
1111,36.0,3.0,5.0,166.0,17.0,2.0,3.0,sahealth.com
1112,5.0,,,36.0,9.0,,1.0,ww2.mc.vanderbilt.edu
1113,8.0,1.0,,9.0,13.0,,,www.arbucklehospital.com
1114,,,,,,,,www.infirmaryhealth.org
1115,1.0,,,3.0,1.0,,,www.havenwarheroes.com
1116,2.0,,,26.0,,,3.0,www.cornerstoneregional.com
1117,5.0,5.0,6.0,41.0,8.0,3.0,3.0,nsmc.partners.org
1118,47.0,2.0,2.0,100.0,52.0,1.0,5.0,stvincent.org
1119,9.0,1.0,2.0,39.0,11.0,1.0,5.0,www.wilcoxhealth.org
1120,9.0,,,20.0,6.0,1.0,4.0,www.pomerenehospital.org
1121,15.0,,,41.0,1.0,,1.0,rocklandgov.com
1122,6.0,2.0,,25.0,1.0,1.0,2.0,universitybehavioral.com
1123,10.0,,1.0,126.0,28.0,1.0,7.0,www.saintfrancisbartlett.com
1124,20.0,5.0,3.0,108.0,18.0,2.0,4.0,kingwoodmedical.com
1125,1.0,,,3.0,1.0,,,sjgeneralhospital.com
1126,2.0,,,15.0,8.0,,,www.slidellmemorial.org
1127,5.0,1.0,,37.0,5.0,,1.0,www.bjsph.org
1128,81.0,1.0,13.0,105.0,404.0,3.0,3.0,www.via-christi.org
1129,11.0,,2.0,59.0,32.0,,1.0,www.salemhospitalnj.org
1130,7.0,,1.0,55.0,4.0,1.0,2.0,www.highlandsmedcenter.com
1131,3.0,,,33.0,,,6.0,www.greatrivermedical.org
1132,30.0,2.0,,33.0,12.0,2.0,4.0,www.hamiltoncenter.org
1133,15.0,3.0,,11.0,6.0,,1.0,www.abilenebehavioralhealth.com
1134,1.0,,,5.0,1.0,,1.0,www.amgmuncie.com
1135,8.0,2.0,3.0,59.0,4.0,,1.0,www.wadleyhealth.com
1136,2.0,3.0,,35.0,4.0,3.0,2.0,www.schosp.com
1137,22.0,6.0,,37.0,7.0,2.0,2.0,www.khfortlauderdale.com
1138,5.0,1.0,1.0,25.0,5.0,,1.0,www.carelinkofjackson.org
1139,17.0,,,25.0,6.0,,1.0,www.carrushospital.com
1140,7.0,3.0,,41.0,16.0,,4.0,www.bradyhospital.com
1141,,,,,,,,www.davisregional.com
1142,8.0,,2.0,23.0,5.0,,3.0,www.ncspecialty.com
1143,14.0,,,48.0,9.0,1.0,6.0,www.medcentral.org
1144,15.0,2.0,,33.0,7.0,,2.0,www.kindredmansfield.com
1145,5.0,,1.0,34.0,10.0,,,www.mayohospital.com
1146,12.0,2.0,1.0,69.0,36.0,2.0,3.0,www.physiciansregional.com
1147,6.0,9.0,1.0,30.0,10.0,,3.0,www.stmarysmedicalcenter.org
1148,6.0,2.0,,50.0,15.0,3.0,7.0,www.nmmc.org
1149,5.0,,1.0,43.0,6.0,2.0,5.0,www.hghospital.ws
1150,4.0,1.0,3.0,103.0,14.0,,17.0,www.saintfrancis.com
1151,7.0,4.0,1.0,27.0,4.0,,4.0,www.losgh.org
1152,8.0,8.0,1.0,54.0,3.0,2.0,5.0,www.necmh.org
1153,19.0,4.0,2.0,220.0,58.0,2.0,7.0,www.oakhillhospital.com
1154,4.0,,,75.0,7.0,1.0,5.0,www.wakehealth.edu
1155,5.0,,1.0,41.0,12.0,1.0,1.0,www.theorthohospital.com
1156,4.0,,,13.0,6.0,1.0,1.0,www.kahimohala.org
1157,11.0,2.0,,26.0,7.0,,2.0,www.khrehabcentraltexas.com
1158,1.0,,,3.0,1.0,,,www.mahdtx.org
1159,6.0,,,13.0,1.0,1.0,,www.sanantonio-rehab.com
1160,8.0,,1.0,71.0,2.0,1.0,5.0,www.encinomed.com
1161,9.0,1.0,3.0,91.0,9.0,3.0,4.0,www.heywood.org
1162,1.0,,,27.0,13.0,2.0,4.0,www.smccare.com
1163,3.0,,,24.0,3.0,,1.0,www.rumfordhospital.org
1164,3.0,1.0,1.0,24.0,9.0,1.0,4.0,www.rchospital.com
1165,8.0,3.0,,41.0,4.0,2.0,2.0,www.mayersmemorial.com
1166,9.0,,,24.0,1.0,,2.0,www.vfmc.net
1167,2.0,1.0,1.0,35.0,6.0,,3.0,www.snoqualmiehospital.org
1168,11.0,3.0,,20.0,1.0,1.0,1.0,www.chomp.org
1169,4.0,,,46.0,7.0,,3.0,www.uchc.edu
1170,16.0,4.0,,98.0,22.0,,5.0,www.communitymedical.org
1171,1.0,,,15.0,5.0,,2.0,www.northcaddomedicalcenter.com
1172,8.0,2.0,,23.0,6.0,1.0,3.0,www.jalh.com
1173,5.0,2.0,,53.0,6.0,,3.0,www.trinityhealth.com
1174,13.0,2.0,1.0,83.0,20.0,,4.0,www.laughlinmemorial.org
1175,3.0,,,63.0,8.0,1.0,3.0,www.healthalliance.com
1176,21.0,,,89.0,17.0,,3.0,tulanehealthcare.com
1177,31.0,3.0,2.0,98.0,63.0,,2.0,www.burke.org
1178,7.0,,,43.0,8.0,,1.0,tuh.templehealth.org
1179,60.0,,7.0,494.0,46.0,11.0,20.0,www.sinaigrace.org
1180,2.0,,1.0,25.0,2.0,,1.0,www.weatherfordhospital.com
1181,3.0,2.0,,39.0,8.0,,1.0,www.washakiemedicalcenter.com
1182,11.0,1.0,,47.0,6.0,2.0,4.0,www.penbayhealthcare.org
1183,6.0,2.0,1.0,58.0,7.0,,3.0,www.mercymercedcares.org
1184,5.0,,,47.0,5.0,2.0,,lomalindahealth.org
1185,4.0,2.0,60.0,41.0,11.0,,7.0,www.hollywoodpresbyterian.com
1186,1.0,,,17.0,3.0,,1.0,www.optionsbehavioralhealthsystem.com
1187,14.0,5.0,,43.0,6.0,2.0,2.0,www.wahiawageneral.org
1188,1.0,,,25.0,8.0,2.0,4.0,www.med.umich.edu
1189,6.0,,,45.0,5.0,2.0,2.0,www.columbushosp.org
1190,7.0,1.0,,85.0,13.0,,4.0,www.jerseyshoreuniversitymedicalcenter.com
1191,2.0,,,24.0,5.0,,,olneyhamiltonhospital.com
1192,10.0,,,51.0,12.0,1.0,2.0,www.uhcc.com
1193,12.0,1.0,,59.0,6.0,1.0,1.0,www.whhs.com
1194,7.0,2.0,,43.0,1.0,1.0,,www.charlesregional.org
1195,5.0,3.0,2.0,161.0,17.0,4.0,5.0,www.coastalhospital.com
1196,7.0,2.0,4.0,44.0,8.0,,1.0,www.spectrumhealth.org
1197,4.0,,,35.0,1.0,,,www.hchks.com
1198,6.0,,3.0,56.0,11.0,,4.0,www.edinburgregional.com
1199,2.0,1.0,,18.0,6.0,,1.0,uhealthsystem.com
1200,3.0,3.0,,37.0,3.0,1.0,,www.fmdh.org
1201,17.0,2.0,3.0,63.0,58.0,2.0,8.0,www.blmhospital.com
1202,19.0,3.0,1.0,77.0,19.0,,5.0,www.takoma.org
1203,5.0,1.0,54.0,46.0,8.0,,4.0,www.chnola.org
1204,10.0,2.0,,57.0,11.0,,,www.carolinaeasthealth.com
1205,2.0,,,33.0,5.0,,,www.djwhospital.org
1206,6.0,,2.0,66.0,8.0,2.0,1.0,www.bsahs.org
1207,12.0,,,33.0,2.0,1.0,1.0,physicianshospitalsystem.net
1208,3.0,,,11.0,,,,www.starrcountyhospital.com
1209,16.0,3.0,1.0,73.0,15.0,3.0,3.0,www.averaqueenofpeace.org
1210,11.0,4.0,,84.0,6.0,,1.0,www.miamivalleyhospital.org
1211,2.0,,1.0,18.0,4.0,,2.0,www.brandywinehospital.com
1212,8.0,2.0,,17.0,4.0,,1.0,bemcataubrey.com
1213,3.0,,,5.0,,,1.0,www.mcconehealth.org
1214,2.0,,,35.0,1.0,,2.0,www.stlukeshouston.com
1215,7.0,1.0,,9.0,5.0,,2.0,www.hchd.net
1216,1.0,,,8.0,1.0,2.0,1.0,www.svhnm.org
1217,,,,3.0,,,,www.northwestregional.org
1218,13.0,6.0,5.0,390.0,288.0,,7.0,www.cvhp.org
1219,1.0,,1.0,25.0,1.0,1.0,2.0,wellspring.org
1220,38.0,2.0,,63.0,3.0,,2.0,www.e-mercy.com
1221,86.0,5.0,2.0,144.0,21.0,,6.0,www.mountainstateshealth.com
1222,16.0,4.0,,36.0,5.0,1.0,3.0,www.kindredphila.com
1223,5.0,,1.0,53.0,12.0,,2.0,www.stamhealth.org
1224,30.0,,,25.0,1.0,,2.0,www.christussantarosa.org
1225,7.0,4.0,,19.0,6.0,,1.0,www.christusjasper.org
1226,10.0,,,39.0,13.0,,2.0,www.sarahbush.org
1227,17.0,7.0,11.0,116.0,30.0,,1.0,www.pslmc.com
1228,2.0,,,44.0,3.0,,1.0,www.abbevilleareamc.com
1229,17.0,6.0,,84.0,8.0,,5.0,www.healtheast.org
1230,7.0,4.0,1.0,87.0,13.0,1.0,5.0,www.hdh.org
1231,5.0,1.0,,57.0,7.0,2.0,3.0,www.effinghamhospital.com
1232,4.0,,,2.0,,,,www.dmh.org
1233,8.0,1.0,1.0,19.0,3.0,,1.0,www.deltamedcenter.com
1234,2.0,,,18.0,5.0,,1.0,www.mghwv.com
1235,1.0,,,32.0,4.0,,1.0,www.lrmc.com
1236,4.0,1.0,,34.0,4.0,,1.0,www.emanuelmedical.org
1237,5.0,,,11.0,8.0,,,www.knoxcountyhospital-texas.com
1238,3.0,,1.0,42.0,1.0,,2.0,www.swmedcenter.com
1239,32.0,,,87.0,13.0,,3.0,www.ukhealthcare.uky.edu
1240,,,,,,,,www.allied-services.org
1241,14.0,1.0,26.0,26.0,36.0,,3.0,www.stj.com
1242,22.0,2.0,1.0,63.0,26.0,,2.0,www.bloomermedicalcenter.org
1243,8.0,3.0,1.0,51.0,4.0,1.0,2.0,www.sequoiahospital.org
1244,7.0,1.0,1.0,48.0,4.0,2.0,,www.mwph.org
1245,14.0,1.0,26.0,26.0,36.0,,3.0,www.saintjosephs.com
1246,15.0,1.0,2.0,42.0,8.0,1.0,2.0,www.westernbaptist.com
1247,7.0,1.0,1.0,52.0,10.0,,,www.murphymedical.org
1248,1.0,,,8.0,2.0,,,www.jdmc.org
1249,5.0,,,17.0,4.0,,,www.ashlandhc.org
1250,6.0,,1.0,10.0,4.0,,3.0,www.oaklawn.org
1251,36.0,1.0,1.0,30.0,88.0,1.0,1.0,www.chcbc.com
1252,17.0,1.0,,56.0,24.0,,1.0,www.bristowmedcenter.com
1253,20.0,1.0,1.0,85.0,11.0,,3.0,www.sthelenahospital.org
1254,8.0,2.0,2.0,38.0,7.0,2.0,3.0,www.cphospital.org
1255,,,,,,,,www.enmmc.com
1256,11.0,3.0,,15.0,3.0,,2.0,www.lvmhospital.com
1257,2.0,,,14.0,5.0,,,www.nebraskamed.com
1258,,,,5.0,1.0,,1.0,www.madisonlutheranhome.com
1259,5.0,1.0,,64.0,7.0,,3.0,www.cabellhuntington.org
1260,3.0,,,66.0,17.0,1.0,3.0,www.mercyhealthsystem.org
1261,3.0,,1.0,25.0,3.0,1.0,2.0,www.evergreenmedical.org
1262,8.0,,,25.0,3.0,,,www.huntsvillehospital.org
1263,44.0,,1.0,32.0,18.0,,,www.devereux.org
1264,2.0,1.0,2.0,56.0,7.0,1.0,2.0,www.cottagehospital.org
1265,4.0,,2.0,26.0,4.0,,2.0,www.healthsouthaltoona.com
1266,41.0,2.0,21.0,130.0,25.0,1.0,10.0,www.mdmercy.com
1267,15.0,,,42.0,13.0,3.0,5.0,www.stfrancismaryville.com
1268,8.0,1.0,1.0,81.0,18.0,,4.0,www.umassmemorial.org
1269,3.0,,,13.0,,,,www.communitymemorialhc.com
1270,19.0,2.0,1.0,41.0,12.0,,1.0,southdakota.selectspecialtyhospitals.com
1271,13.0,4.0,1.0,35.0,4.0,3.0,3.0,www.khaurora.com
1272,5.0,,2.0,15.0,3.0,,3.0,www.beacheyecare.com
1273,27.0,7.0,4.0,82.0,18.0,,3.0,www.myomh.org
1274,9.0,,,57.0,10.0,,6.0,www.kindredhealthcare.com
1275,1.0,1.0,3.0,38.0,4.0,2.0,7.0,www.decaturgeneral.org
1276,11.0,1.0,,16.0,3.0,1.0,,www.selectrehab-denton.com
1277,9.0,,1.0,28.0,5.0,2.0,1.0,www.bdch.com
1278,33.0,1.0,2.0,86.0,34.0,,1.0,www.pascoregionalmc.com
1279,,,,3.0,,,,www.clearfieldhosp.org
1280,11.0,3.0,9.0,60.0,11.0,,2.0,www.crittentonkc.org
1281,3.0,,,29.0,1.0,1.0,,www.centura.org
1282,5.0,,2.0,41.0,4.0,1.0,5.0,www.yrmc.org
1283,9.0,,2.0,69.0,8.0,,13.0,www.rimrehab.org
1284,3.0,1.0,,33.0,2.0,2.0,4.0,www.suttersolano.org
1285,21.0,2.0,8.0,55.0,25.0,2.0,2.0,richmond.bonsecours.com
1286,19.0,,1.0,75.0,4.0,1.0,1.0,www.morrishospital.org
1287,3.0,1.0,,19.0,7.0,,1.0,www.orthoindy.com
1288,30.0,3.0,,50.0,7.0,3.0,5.0,www.allenhospital.org
1289,14.0,1.0,1.0,109.0,27.0,,14.0,www.cityofhope.org
1290,2.0,,,26.0,4.0,,1.0,www.plainsmemorial.com
1291,15.0,,,111.0,6.0,,2.0,www.swmconline.com
1292,2.0,,,87.0,10.0,3.0,1.0,www.bergerhealth.com
1293,9.0,,1.0,68.0,8.0,2.0,2.0,www.robinsonmemorial.org
1294,22.0,3.0,3.0,91.0,27.0,,3.0,www.porterhealth.org
1295,9.0,2.0,,65.0,6.0,,2.0,www.st-marys.org
1296,6.0,,,32.0,,,1.0,www.rchmtayr.org
1297,27.0,1.0,1.0,15.0,10.0,,3.0,sbchc.net
1298,1.0,,,18.0,2.0,,1.0,www.fairfieldmemorial.org
1299,3.0,1.0,,30.0,7.0,2.0,3.0,www.sweenyhospital.org
