URL,ADJ,ADP,ADV,CCONJ,DET,NOUN,NUM,PART,PRON,PUNCT,SYM,VERB,url
1014,31.0,48.0,7.0,21.0,23.0,65.0,10.0,6.0,1.0,36,1.0,34.0,www.dimensionshealth.org
1015,30.0,46.0,14.0,18.0,42.0,136.0,17.0,28.0,6.0,52,8.0,64.0,www.stlouischildrens.org
1016,92.0,79.0,15.0,44.0,52.0,244.0,41.0,14.0,7.0,115,12.0,112.0,www.upmcbedfordmemorial.com
1017,4.0,14.0,2.0,5.0,4.0,25.0,18.0,1.0,,21,4.0,7.0,www.larkinhospital.com
1018,46.0,57.0,6.0,32.0,34.0,100.0,16.0,4.0,6.0,62,3.0,60.0,www.marymount.org
1019,44.0,59.0,23.0,50.0,56.0,165.0,99.0,16.0,7.0,105,11.0,93.0,www.skagitvalleyhospital.org
1020,195.0,222.0,43.0,125.0,160.0,437.0,117.0,49.0,17.0,290,14.0,260.0,www.newporthospital.org
1021,,,,,,,,,,1,,,www.redwoodareahospital.org
1022,82.0,81.0,13.0,35.0,54.0,145.0,25.0,7.0,28.0,87,6.0,74.0,www.promise-villages.com
1023,45.0,38.0,16.0,28.0,24.0,164.0,23.0,8.0,4.0,104,3.0,43.0,www.irmc.cc
1024,53.0,41.0,7.0,22.0,21.0,120.0,28.0,11.0,9.0,66,13.0,38.0,www.permianregional.com
1025,69.0,123.0,18.0,35.0,59.0,235.0,112.0,13.0,30.0,142,10.0,111.0,www.masonicare.org
1026,47.0,36.0,10.0,8.0,19.0,54.0,7.0,10.0,10.0,31,,54.0,www.healthsouthcharleston.com
1027,39.0,34.0,5.0,25.0,22.0,76.0,21.0,4.0,8.0,41,6.0,49.0,www.doverbehavioral.com
1028,11.0,9.0,5.0,7.0,3.0,26.0,8.0,3.0,6.0,22,2.0,15.0,www.parmermedicalcenter.com
1029,145.0,77.0,26.0,41.0,45.0,296.0,36.0,20.0,12.0,132,5.0,124.0,www.upmc.com
1030,65.0,41.0,9.0,26.0,34.0,99.0,46.0,20.0,14.0,86,4.0,94.0,www.forthealthcare.com
1031,36.0,44.0,3.0,41.0,48.0,113.0,63.0,8.0,7.0,202,26.0,50.0,www.sanfordluverne.org
1032,97.0,310.0,42.0,34.0,49.0,143.0,9.0,7.0,34.0,160,5.0,130.0,northamericanspine.com
1033,40.0,35.0,13.0,16.0,23.0,81.0,18.0,7.0,10.0,34,1.0,51.0,www.anaheimregionalmc.com
1034,27.0,30.0,9.0,20.0,17.0,93.0,1.0,6.0,8.0,25,2.0,38.0,www.medicalcenter.osu.edu
1035,53.0,75.0,13.0,39.0,38.0,172.0,16.0,14.0,17.0,58,7.0,84.0,www.texasregionalmedicalcenter.com
1036,5.0,5.0,4.0,1.0,5.0,24.0,17.0,1.0,,15,1.0,6.0,www.keokukhealthsystems.org
1037,4.0,4.0,,1.0,5.0,12.0,1.0,,,19,2.0,5.0,www.health-partners.org
1038,,,,,,2.0,1.0,,,3,,,www.pottstownmemorial.com
1039,19.0,14.0,1.0,7.0,12.0,53.0,9.0,3.0,4.0,22,,18.0,www.mizellmh.com
1040,70.0,57.0,17.0,40.0,56.0,155.0,32.0,10.0,28.0,97,12.0,103.0,www.emoryjohnscreek.com
1041,75.0,81.0,30.0,61.0,65.0,230.0,29.0,15.0,22.0,124,10.0,115.0,www.rochestergeneral.org
1042,25.0,30.0,11.0,11.0,18.0,54.0,8.0,2.0,1.0,35,1.0,48.0,www.floyd.org
1043,115.0,151.0,22.0,54.0,114.0,323.0,20.0,28.0,19.0,133,1.0,188.0,www.paloverdehospital.org
1044,38.0,53.0,15.0,21.0,34.0,99.0,24.0,22.0,4.0,60,3.0,60.0,www.saint-lukes.org
1045,45.0,54.0,10.0,15.0,30.0,122.0,34.0,12.0,4.0,94,6.0,74.0,www.bhmh.org
1046,48.0,59.0,10.0,18.0,46.0,77.0,36.0,5.0,5.0,59,1.0,58.0,www.gardengrovehospital.com
1047,167.0,136.0,68.0,181.0,77.0,411.0,35.0,38.0,44.0,175,7.0,168.0,www.desertmedctr.com
1048,66.0,68.0,27.0,20.0,34.0,143.0,37.0,18.0,20.0,73,7.0,90.0,www.kh-havertown.com
1049,40.0,44.0,7.0,12.0,28.0,121.0,26.0,6.0,9.0,55,5.0,49.0,www.medinahospital.net
1050,98.0,53.0,15.0,32.0,33.0,153.0,25.0,8.0,17.0,89,3.0,90.0,www.obhb.info
1051,25.0,36.0,8.0,28.0,22.0,86.0,33.0,16.0,11.0,61,10.0,50.0,www.pekinhospital.org
1052,129.0,198.0,48.0,33.0,98.0,296.0,111.0,15.0,12.0,305,8.0,153.0,www.girardmedicalcenter.com
1053,26.0,28.0,8.0,14.0,7.0,74.0,28.0,6.0,5.0,40,4.0,30.0,www.lrgh.org
1054,28.0,27.0,7.0,7.0,14.0,51.0,11.0,5.0,7.0,36,1.0,33.0,www.eomchospital.com
1055,40.0,84.0,29.0,56.0,60.0,162.0,34.0,23.0,24.0,125,28.0,97.0,www.eskenazihealth.edu
1056,15.0,13.0,5.0,3.0,12.0,31.0,7.0,2.0,4.0,27,,16.0,www.aslh.org
1057,45.0,56.0,14.0,14.0,35.0,69.0,46.0,2.0,2.0,51,4.0,59.0,www.westanaheimmedctr.com
1058,35.0,47.0,12.0,16.0,24.0,123.0,26.0,20.0,8.0,83,6.0,44.0,stjosephsnorth.com
1059,34.0,32.0,10.0,25.0,18.0,110.0,16.0,9.0,12.0,59,3.0,62.0,www.cghmc.com
1060,81.0,94.0,13.0,29.0,55.0,163.0,37.0,18.0,21.0,90,9.0,100.0,www.svch.net
1061,18.0,31.0,7.0,5.0,15.0,38.0,15.0,4.0,6.0,27,2.0,21.0,www.newlondonhospital.org
1062,27.0,36.0,17.0,10.0,12.0,85.0,23.0,2.0,7.0,30,11.0,42.0,www.medicalartshospital.org
1063,117.0,140.0,71.0,55.0,48.0,212.0,67.0,46.0,78.0,230,15.0,201.0,www.philhaven.org
1064,2.0,2.0,1.0,1.0,1.0,18.0,3.0,,1.0,10,,2.0,www.franklinregional.org
1065,34.0,24.0,10.0,16.0,14.0,77.0,3.0,7.0,8.0,33,,47.0,texasrehabhospital.com
1066,49.0,49.0,6.0,26.0,23.0,116.0,18.0,14.0,8.0,40,7.0,56.0,www.gshs.org
1067,158.0,191.0,61.0,64.0,84.0,306.0,82.0,18.0,42.0,215,4.0,208.0,www.florencehospital.org
1068,132.0,106.0,42.0,48.0,70.0,334.0,34.0,32.0,20.0,152,15.0,121.0,www.freemanhealth.com
1069,47.0,37.0,13.0,9.0,20.0,58.0,8.0,10.0,10.0,36,1.0,53.0,www.healthsouthtallahassee.com
1070,141.0,145.0,50.0,58.0,76.0,356.0,95.0,24.0,36.0,260,38.0,180.0,www.portsmouthhospital.com
1071,37.0,37.0,9.0,28.0,23.0,71.0,6.0,4.0,9.0,34,3.0,67.0,www.peninsula.org
1072,37.0,34.0,4.0,15.0,13.0,76.0,14.0,2.0,6.0,48,2.0,40.0,www.canyonridgehospital.com
1073,86.0,136.0,46.0,49.0,80.0,255.0,38.0,16.0,23.0,125,5.0,177.0,www.myvgh.org
1074,25.0,31.0,7.0,27.0,23.0,94.0,32.0,13.0,9.0,49,15.0,35.0,www.coxhealth.com
1075,58.0,61.0,19.0,21.0,35.0,242.0,16.0,6.0,2.0,73,5.0,79.0,www.botsford.org
1076,5.0,7.0,2.0,1.0,2.0,23.0,7.0,,4.0,18,1.0,14.0,www.nfch.org
1077,104.0,104.0,17.0,49.0,73.0,275.0,53.0,14.0,21.0,182,19.0,112.0,www.wheatoniowa.org
1078,53.0,135.0,4.0,36.0,44.0,150.0,32.0,16.0,3.0,108,14.0,65.0,www.rushcopley.com
1079,33.0,27.0,17.0,20.0,10.0,51.0,7.0,12.0,5.0,35,4.0,40.0,www.nanticoke.org
1080,55.0,66.0,17.0,51.0,33.0,136.0,20.0,15.0,16.0,70,15.0,79.0,www.crh.org
1081,204.0,356.0,223.0,207.0,84.0,644.0,44.0,56.0,16.0,291,37.0,113.0,www.centrastate.com
1082,44.0,64.0,7.0,17.0,38.0,117.0,31.0,5.0,11.0,53,7.0,69.0,www.desertviewhospital.com
1083,82.0,65.0,20.0,39.0,28.0,172.0,21.0,5.0,7.0,86,4.0,70.0,www.emeraldcoastbehavioral.com
1084,18.0,29.0,9.0,11.0,23.0,45.0,6.0,13.0,10.0,32,6.0,46.0,umm.edu
1085,104.0,31.0,7.0,11.0,16.0,164.0,59.0,2.0,9.0,182,18.0,35.0,www.smmh.hhsc.org
1086,291.0,242.0,47.0,103.0,166.0,528.0,220.0,57.0,69.0,342,54.0,387.0,www.mvhpayson.com
1087,17.0,55.0,6.0,26.0,20.0,96.0,13.0,15.0,8.0,82,11.0,34.0,www.lourdes.com
1088,47.0,79.0,18.0,38.0,46.0,129.0,22.0,9.0,1.0,74,10.0,58.0,www.citadel.edu
1089,71.0,64.0,32.0,50.0,26.0,158.0,56.0,11.0,16.0,156,13.0,98.0,www.longviewregional.com
1090,63.0,61.0,28.0,38.0,32.0,115.0,20.0,24.0,4.0,95,7.0,101.0,www.pmchealthsystem.org
1091,5.0,6.0,7.0,13.0,7.0,27.0,3.0,3.0,,11,2.0,12.0,www.smcok.com
1092,37.0,54.0,5.0,33.0,27.0,98.0,14.0,6.0,5.0,57,3.0,63.0,www.euclidhospital.org
1093,76.0,110.0,24.0,34.0,60.0,199.0,79.0,8.0,20.0,152,19.0,120.0,www.colletonmedical.com
1094,33.0,44.0,11.0,23.0,32.0,85.0,38.0,18.0,7.0,51,2.0,65.0,www.mclarenregional.org
1095,54.0,37.0,14.0,22.0,27.0,130.0,23.0,6.0,9.0,121,14.0,58.0,www.haciendahealthcare.org
1096,67.0,67.0,27.0,12.0,33.0,136.0,59.0,8.0,10.0,74,21.0,82.0,www.willingway.com
1097,113.0,86.0,20.0,14.0,50.0,178.0,14.0,15.0,28.0,75,1.0,122.0,www.ballardrehab.com
1098,36.0,39.0,11.0,32.0,18.0,101.0,24.0,7.0,12.0,84,10.0,49.0,www.marcumandwallace.org
1099,64.0,52.0,25.0,26.0,23.0,121.0,9.0,12.0,30.0,68,5.0,76.0,www.kirbyhealth.org
1100,62.0,62.0,18.0,17.0,29.0,122.0,14.0,25.0,18.0,62,2.0,66.0,baycare.org
1101,27.0,34.0,9.0,10.0,20.0,64.0,11.0,7.0,9.0,47,1.0,49.0,www.memorialmedicalcenter.org
1102,109.0,99.0,60.0,39.0,65.0,188.0,18.0,24.0,58.0,111,3.0,174.0,www.willowspringscenter.com
1103,38.0,40.0,15.0,29.0,26.0,76.0,45.0,7.0,16.0,58,9.0,53.0,www.ivch.org
1104,25.0,41.0,7.0,14.0,18.0,50.0,17.0,17.0,5.0,34,7.0,51.0,www.jcmh.com
1105,70.0,60.0,28.0,45.0,40.0,140.0,43.0,17.0,14.0,96,5.0,87.0,www.martinhealth.org
1106,155.0,109.0,40.0,101.0,74.0,347.0,42.0,26.0,38.0,162,9.0,138.0,www.sierravistaregional.com
1107,38.0,34.0,5.0,11.0,27.0,79.0,13.0,8.0,8.0,46,2.0,48.0,www.rehabhospitalwi.com
1108,106.0,82.0,24.0,34.0,42.0,212.0,56.0,8.0,12.0,152,9.0,86.0,www.suttertracy.org
1109,26.0,21.0,1.0,20.0,16.0,87.0,9.0,10.0,4.0,83,24.0,22.0,www.columbia-stmarys.org
1110,3.0,4.0,,3.0,3.0,8.0,8.0,,,16,4.0,2.0,www.cayugamed.org
1111,159.0,170.0,54.0,53.0,107.0,332.0,103.0,21.0,58.0,202,14.0,231.0,sahealth.com
1112,26.0,50.0,3.0,31.0,6.0,66.0,21.0,3.0,3.0,41,6.0,24.0,ww2.mc.vanderbilt.edu
1113,7.0,14.0,3.0,7.0,11.0,32.0,13.0,1.0,,28,2.0,16.0,www.arbucklehospital.com
1114,,,,,,,,,,2,,,www.infirmaryhealth.org
1115,9.0,5.0,,,7.0,23.0,,3.0,2.0,10,,18.0,www.havenwarheroes.com
1116,42.0,31.0,9.0,21.0,27.0,64.0,17.0,2.0,3.0,40,9.0,45.0,www.cornerstoneregional.com
1117,40.0,34.0,11.0,24.0,22.0,115.0,6.0,3.0,9.0,46,3.0,48.0,nsmc.partners.org
1118,64.0,70.0,25.0,51.0,34.0,168.0,14.0,23.0,19.0,111,13.0,108.0,stvincent.org
1119,32.0,32.0,3.0,20.0,15.0,61.0,13.0,6.0,5.0,44,7.0,23.0,www.wilcoxhealth.org
1120,21.0,14.0,7.0,18.0,11.0,30.0,24.0,5.0,3.0,28,4.0,24.0,www.pomerenehospital.org
1121,53.0,74.0,21.0,32.0,37.0,118.0,5.0,15.0,4.0,64,,78.0,rocklandgov.com
1122,38.0,31.0,15.0,20.0,22.0,86.0,18.0,8.0,11.0,42,5.0,62.0,universitybehavioral.com
1123,109.0,70.0,28.0,111.0,41.0,254.0,33.0,40.0,24.0,128,6.0,85.0,www.saintfrancisbartlett.com
1124,188.0,179.0,56.0,98.0,126.0,410.0,133.0,17.0,28.0,251,21.0,244.0,kingwoodmedical.com
1125,9.0,5.0,,,7.0,23.0,,3.0,2.0,10,,18.0,sjgeneralhospital.com
1126,3.0,3.0,3.0,1.0,3.0,14.0,4.0,1.0,1.0,16,,5.0,www.slidellmemorial.org
1127,37.0,21.0,3.0,19.0,17.0,119.0,12.0,3.0,11.0,35,11.0,39.0,www.bjsph.org
1128,75.0,58.0,11.0,36.0,42.0,249.0,6.0,12.0,11.0,126,6.0,88.0,www.via-christi.org
1129,89.0,54.0,26.0,46.0,31.0,189.0,44.0,9.0,21.0,168,14.0,94.0,www.salemhospitalnj.org
1130,21.0,17.0,7.0,16.0,7.0,41.0,30.0,5.0,1.0,34,4.0,24.0,www.highlandsmedcenter.com
1131,18.0,23.0,2.0,10.0,16.0,60.0,22.0,4.0,2.0,31,3.0,37.0,www.greatrivermedical.org
1132,25.0,21.0,8.0,14.0,16.0,53.0,17.0,1.0,9.0,49,2.0,44.0,www.hamiltoncenter.org
1133,101.0,56.0,14.0,31.0,35.0,156.0,27.0,8.0,19.0,95,4.0,93.0,www.abilenebehavioralhealth.com
1134,18.0,13.0,2.0,6.0,8.0,41.0,2.0,1.0,4.0,30,2.0,10.0,www.amgmuncie.com
1135,105.0,100.0,30.0,37.0,65.0,253.0,56.0,13.0,19.0,135,8.0,136.0,www.wadleyhealth.com
1136,12.0,30.0,3.0,15.0,15.0,49.0,27.0,6.0,4.0,33,8.0,20.0,www.schosp.com
1137,69.0,72.0,26.0,20.0,36.0,149.0,37.0,18.0,21.0,89,4.0,92.0,www.khfortlauderdale.com
1138,42.0,31.0,9.0,16.0,24.0,97.0,8.0,8.0,16.0,57,12.0,55.0,www.carelinkofjackson.org
1139,22.0,40.0,6.0,24.0,15.0,65.0,13.0,,2.0,48,2.0,26.0,www.carrushospital.com
1140,48.0,52.0,16.0,19.0,38.0,118.0,16.0,14.0,14.0,62,,68.0,www.bradyhospital.com
1141,2.0,2.0,2.0,,2.0,3.0,,,,5,,4.0,www.davisregional.com
1142,50.0,45.0,15.0,15.0,36.0,100.0,29.0,8.0,10.0,86,6.0,49.0,www.ncspecialty.com
1143,41.0,45.0,27.0,29.0,25.0,114.0,29.0,16.0,21.0,111,11.0,71.0,www.medcentral.org
1144,61.0,61.0,28.0,18.0,32.0,142.0,39.0,18.0,16.0,75,12.0,85.0,www.kindredmansfield.com
1145,14.0,15.0,10.0,11.0,7.0,45.0,8.0,1.0,3.0,36,3.0,23.0,www.mayohospital.com
1146,80.0,70.0,29.0,37.0,36.0,202.0,85.0,20.0,14.0,216,16.0,108.0,www.physiciansregional.com
1147,94.0,65.0,29.0,40.0,40.0,147.0,33.0,24.0,24.0,88,7.0,117.0,www.stmarysmedicalcenter.org
1148,33.0,49.0,6.0,13.0,32.0,94.0,56.0,6.0,16.0,92,8.0,54.0,www.nmmc.org
1149,64.0,53.0,9.0,27.0,32.0,109.0,20.0,14.0,9.0,50,4.0,65.0,www.hghospital.ws
1150,122.0,75.0,61.0,47.0,72.0,293.0,20.0,51.0,7.0,310,53.0,257.0,www.saintfrancis.com
1151,45.0,77.0,10.0,16.0,45.0,91.0,24.0,11.0,14.0,52,5.0,52.0,www.losgh.org
1152,116.0,96.0,31.0,48.0,67.0,247.0,46.0,22.0,21.0,113,1.0,132.0,www.necmh.org
1153,519.0,504.0,97.0,307.0,460.0,1415.0,505.0,149.0,114.0,767,141.0,1027.0,www.oakhillhospital.com
1154,78.0,111.0,20.0,44.0,64.0,192.0,21.0,20.0,13.0,121,13.0,107.0,www.wakehealth.edu
1155,44.0,36.0,13.0,18.0,16.0,87.0,22.0,9.0,7.0,106,3.0,43.0,www.theorthohospital.com
1156,24.0,27.0,3.0,16.0,19.0,55.0,8.0,1.0,4.0,30,3.0,32.0,www.kahimohala.org
1157,64.0,68.0,26.0,19.0,32.0,154.0,36.0,19.0,17.0,72,5.0,87.0,www.khrehabcentraltexas.com
1158,9.0,5.0,,,7.0,23.0,,3.0,2.0,10,,18.0,www.mahdtx.org
1159,40.0,33.0,3.0,13.0,17.0,57.0,8.0,6.0,14.0,37,,41.0,www.sanantonio-rehab.com
1160,82.0,80.0,14.0,19.0,61.0,144.0,46.0,8.0,17.0,98,11.0,80.0,www.encinomed.com
1161,72.0,61.0,19.0,46.0,59.0,135.0,30.0,6.0,8.0,94,3.0,84.0,www.heywood.org
1162,50.0,36.0,14.0,19.0,21.0,134.0,25.0,6.0,17.0,169,,53.0,www.smccare.com
1163,22.0,15.0,7.0,10.0,12.0,49.0,12.0,5.0,4.0,26,4.0,23.0,www.rumfordhospital.org
1164,27.0,14.0,1.0,10.0,8.0,27.0,18.0,3.0,5.0,18,1.0,21.0,www.rchospital.com
1165,49.0,57.0,17.0,29.0,27.0,97.0,38.0,13.0,8.0,68,7.0,69.0,www.mayersmemorial.com
1166,24.0,20.0,6.0,18.0,13.0,41.0,16.0,3.0,1.0,53,3.0,16.0,www.vfmc.net
1167,33.0,19.0,18.0,11.0,27.0,49.0,8.0,5.0,19.0,45,5.0,47.0,www.snoqualmiehospital.org
1168,70.0,96.0,14.0,32.0,54.0,206.0,75.0,17.0,19.0,93,4.0,95.0,www.chomp.org
1169,95.0,82.0,15.0,42.0,55.0,213.0,76.0,16.0,7.0,155,15.0,95.0,www.uchc.edu
1170,77.0,105.0,28.0,50.0,50.0,225.0,38.0,26.0,6.0,71,9.0,104.0,www.communitymedical.org
1171,33.0,28.0,22.0,5.0,27.0,98.0,37.0,7.0,6.0,68,16.0,55.0,www.northcaddomedicalcenter.com
1172,37.0,28.0,17.0,3.0,13.0,75.0,42.0,3.0,12.0,61,11.0,36.0,www.jalh.com
1173,11.0,24.0,6.0,12.0,14.0,43.0,24.0,4.0,7.0,31,5.0,34.0,www.trinityhealth.com
1174,100.0,95.0,34.0,37.0,70.0,234.0,54.0,29.0,13.0,138,12.0,139.0,www.laughlinmemorial.org
1175,46.0,27.0,10.0,40.0,24.0,111.0,29.0,8.0,14.0,95,16.0,55.0,www.healthalliance.com
1176,81.0,99.0,17.0,49.0,65.0,207.0,64.0,12.0,23.0,126,13.0,128.0,tulanehealthcare.com
1177,106.0,87.0,21.0,49.0,59.0,334.0,203.0,42.0,19.0,257,3.0,147.0,www.burke.org
1178,29.0,51.0,4.0,23.0,29.0,89.0,10.0,5.0,1.0,61,7.0,35.0,tuh.templehealth.org
1179,137.0,171.0,57.0,224.0,153.0,364.0,70.0,36.0,18.0,270,51.0,181.0,www.sinaigrace.org
1180,20.0,21.0,12.0,9.0,12.0,33.0,6.0,8.0,13.0,25,1.0,40.0,www.weatherfordhospital.com
1181,76.0,50.0,20.0,21.0,25.0,126.0,3.0,17.0,22.0,70,,92.0,www.washakiemedicalcenter.com
1182,49.0,70.0,24.0,36.0,33.0,134.0,19.0,15.0,13.0,75,5.0,71.0,www.penbayhealthcare.org
1183,121.0,98.0,57.0,50.0,67.0,187.0,30.0,26.0,38.0,125,4.0,168.0,www.mercymercedcares.org
1184,43.0,37.0,10.0,23.0,21.0,124.0,46.0,7.0,3.0,75,9.0,54.0,lomalindahealth.org
1185,110.0,41.0,2.0,33.0,26.0,70.0,6.0,1.0,10.0,48,1.0,27.0,www.hollywoodpresbyterian.com
1186,89.0,57.0,22.0,27.0,32.0,130.0,12.0,16.0,21.0,62,6.0,84.0,www.optionsbehavioralhealthsystem.com
1187,34.0,35.0,18.0,19.0,20.0,63.0,18.0,7.0,12.0,48,10.0,40.0,www.wahiawageneral.org
1188,12.0,16.0,6.0,6.0,8.0,46.0,2.0,4.0,3.0,24,3.0,26.0,www.med.umich.edu
1189,18.0,29.0,9.0,14.0,10.0,71.0,29.0,7.0,4.0,29,4.0,30.0,www.columbushosp.org
1190,43.0,62.0,9.0,29.0,36.0,108.0,23.0,12.0,8.0,69,8.0,54.0,www.jerseyshoreuniversitymedicalcenter.com
1191,5.0,9.0,7.0,3.0,4.0,16.0,10.0,,3.0,47,4.0,15.0,olneyhamiltonhospital.com
1192,80.0,117.0,29.0,70.0,72.0,216.0,75.0,15.0,22.0,106,39.0,159.0,www.uhcc.com
1193,35.0,49.0,10.0,26.0,19.0,71.0,47.0,10.0,3.0,88,4.0,50.0,www.whhs.com
1194,21.0,32.0,9.0,14.0,20.0,48.0,5.0,3.0,5.0,24,2.0,39.0,www.charlesregional.org
1195,205.0,158.0,59.0,115.0,105.0,337.0,14.0,78.0,63.0,120,7.0,214.0,www.coastalhospital.com
1196,28.0,39.0,10.0,30.0,22.0,94.0,9.0,7.0,6.0,58,6.0,36.0,www.spectrumhealth.org
1197,29.0,23.0,4.0,14.0,10.0,53.0,12.0,2.0,6.0,42,5.0,29.0,www.hchks.com
1198,56.0,57.0,18.0,30.0,60.0,138.0,26.0,9.0,8.0,87,9.0,93.0,www.edinburgregional.com
1199,26.0,26.0,8.0,7.0,21.0,72.0,8.0,6.0,4.0,33,7.0,33.0,uhealthsystem.com
1200,49.0,48.0,18.0,18.0,24.0,93.0,14.0,15.0,18.0,48,4.0,69.0,www.fmdh.org
1201,126.0,109.0,77.0,74.0,66.0,234.0,14.0,24.0,85.0,143,9.0,191.0,www.blmhospital.com
1202,78.0,73.0,23.0,33.0,31.0,205.0,41.0,17.0,12.0,103,8.0,97.0,www.takoma.org
1203,83.0,8.0,4.0,24.0,11.0,59.0,3.0,6.0,5.0,59,18.0,28.0,www.chnola.org
1204,55.0,63.0,10.0,18.0,26.0,122.0,31.0,9.0,9.0,79,1.0,52.0,www.carolinaeasthealth.com
1205,30.0,35.0,15.0,21.0,23.0,67.0,30.0,12.0,8.0,54,11.0,55.0,www.djwhospital.org
1206,37.0,52.0,24.0,31.0,29.0,114.0,8.0,15.0,15.0,183,5.0,67.0,www.bsahs.org
1207,57.0,42.0,13.0,16.0,19.0,86.0,27.0,5.0,7.0,33,13.0,53.0,physicianshospitalsystem.net
1208,24.0,14.0,6.0,6.0,8.0,32.0,15.0,5.0,4.0,16,3.0,23.0,www.starrcountyhospital.com
1209,110.0,185.0,19.0,87.0,75.0,330.0,54.0,26.0,29.0,172,17.0,127.0,www.averaqueenofpeace.org
1210,69.0,52.0,10.0,55.0,21.0,112.0,60.0,5.0,5.0,112,21.0,57.0,www.miamivalleyhospital.org
1211,26.0,21.0,10.0,12.0,16.0,54.0,23.0,4.0,2.0,32,10.0,32.0,www.brandywinehospital.com
1212,28.0,25.0,6.0,5.0,18.0,63.0,11.0,5.0,6.0,38,4.0,32.0,bemcataubrey.com
1213,8.0,5.0,2.0,6.0,1.0,25.0,16.0,,,26,,8.0,www.mcconehealth.org
1214,9.0,13.0,6.0,16.0,17.0,54.0,2.0,8.0,4.0,20,4.0,32.0,www.stlukeshouston.com
1215,36.0,40.0,8.0,13.0,19.0,73.0,16.0,7.0,14.0,36,11.0,42.0,www.hchd.net
1216,5.0,8.0,1.0,5.0,4.0,20.0,12.0,,3.0,14,7.0,8.0,www.svhnm.org
1217,3.0,11.0,1.0,2.0,7.0,31.0,8.0,,,18,3.0,16.0,www.northwestregional.org
1218,37.0,49.0,14.0,35.0,32.0,56.0,12.0,4.0,8.0,625,6.0,51.0,www.cvhp.org
1219,28.0,28.0,3.0,17.0,13.0,57.0,11.0,1.0,3.0,45,5.0,24.0,wellspring.org
1220,39.0,31.0,9.0,44.0,22.0,94.0,25.0,5.0,10.0,93,9.0,60.0,www.e-mercy.com
1221,123.0,126.0,73.0,64.0,70.0,336.0,165.0,26.0,37.0,269,28.0,171.0,www.mountainstateshealth.com
1222,68.0,67.0,26.0,20.0,34.0,145.0,38.0,18.0,20.0,68,10.0,90.0,www.kindredphila.com
1223,61.0,71.0,13.0,39.0,38.0,171.0,48.0,9.0,16.0,101,6.0,63.0,www.stamhealth.org
1224,9.0,13.0,,7.0,11.0,22.0,6.0,4.0,2.0,24,2.0,26.0,www.christussantarosa.org
1225,61.0,45.0,8.0,17.0,23.0,77.0,6.0,8.0,12.0,37,2.0,61.0,www.christusjasper.org
1226,14.0,23.0,5.0,12.0,15.0,66.0,22.0,3.0,2.0,26,6.0,25.0,www.sarahbush.org
1227,100.0,140.0,28.0,54.0,63.0,267.0,93.0,13.0,24.0,186,54.0,133.0,www.pslmc.com
1228,21.0,28.0,12.0,13.0,8.0,60.0,11.0,14.0,9.0,38,3.0,45.0,www.abbevilleareamc.com
1229,77.0,70.0,41.0,54.0,53.0,189.0,11.0,24.0,28.0,157,6.0,139.0,www.healtheast.org
1230,66.0,59.0,39.0,35.0,31.0,81.0,46.0,14.0,45.0,82,5.0,90.0,www.hdh.org
1231,44.0,41.0,21.0,22.0,23.0,76.0,24.0,6.0,21.0,61,,69.0,www.effinghamhospital.com
1232,3.0,6.0,3.0,3.0,2.0,13.0,10.0,1.0,1.0,16,,9.0,www.dmh.org
1233,63.0,37.0,10.0,20.0,22.0,111.0,13.0,3.0,15.0,59,5.0,50.0,www.deltamedcenter.com
1234,25.0,35.0,5.0,13.0,21.0,98.0,10.0,,4.0,36,2.0,32.0,www.mghwv.com
1235,15.0,13.0,3.0,18.0,2.0,19.0,4.0,2.0,1.0,24,9.0,15.0,www.lrmc.com
1236,29.0,39.0,11.0,9.0,19.0,46.0,20.0,4.0,12.0,58,7.0,41.0,www.emanuelmedical.org
1237,12.0,13.0,2.0,4.0,9.0,20.0,7.0,1.0,,19,1.0,9.0,www.knoxcountyhospital-texas.com
1238,22.0,31.0,2.0,3.0,8.0,56.0,13.0,5.0,4.0,30,2.0,30.0,www.swmedcenter.com
1239,35.0,78.0,10.0,45.0,52.0,126.0,14.0,13.0,9.0,57,10.0,72.0,www.ukhealthcare.uky.edu
1240,,,,,,,,,,2,,,www.allied-services.org
1241,32.0,19.0,8.0,4.0,9.0,112.0,61.0,1.0,2.0,161,19.0,23.0,www.stj.com
1242,155.0,124.0,59.0,41.0,91.0,328.0,97.0,24.0,41.0,162,9.0,231.0,www.bloomermedicalcenter.org
1243,84.0,70.0,35.0,51.0,45.0,146.0,22.0,24.0,27.0,82,4.0,119.0,www.sequoiahospital.org
1244,11.0,29.0,5.0,39.0,5.0,52.0,22.0,1.0,5.0,35,7.0,18.0,www.mwph.org
1245,32.0,19.0,8.0,4.0,9.0,112.0,61.0,1.0,2.0,161,19.0,23.0,www.saintjosephs.com
1246,30.0,26.0,8.0,50.0,15.0,56.0,28.0,11.0,8.0,50,11.0,38.0,www.westernbaptist.com
1247,37.0,53.0,7.0,22.0,32.0,99.0,19.0,6.0,1.0,64,4.0,34.0,www.murphymedical.org
1248,11.0,21.0,4.0,4.0,13.0,34.0,1.0,8.0,9.0,17,,25.0,www.jdmc.org
1249,35.0,25.0,1.0,5.0,5.0,27.0,28.0,,,60,,16.0,www.ashlandhc.org
1250,29.0,14.0,,6.0,8.0,63.0,19.0,2.0,7.0,17,8.0,31.0,www.oaklawn.org
